ID,Tweet,Retweets,Favorites,Hashtag,Date,Time,Retweet,User ID,User,User Screen Name,Location,Followers,Friends,Listed,User Total Tweets,Replied To
916293906056216000,"RT @Siri_May_: Check our latest #UNnewyorker newsletter on #LGBTI #HumanRights at the #UNGA2017 
https://t.co/xwYYgraE4P",2,0,"UNnewyorker, LGBTI, HumanRights, UNGA2017",10/6/2017,13:27:45,TRUE,994658642,Being LGBTI in Asia,beinglgbti,Asia,5981,4813,140,5726,
916283779681079000,RT @LascoNawezi: @DiplomatieRdc @soniarolley @_AfricanUnion @UNGeneva @DRC_StopSV_CR @hubertleclercq0 @JPKambila @nbasubi1 @patrickmutambay…,1,0,,10/6/2017,12:47:31,TRUE,1952240606,Maître Felly,FellyMaitre,Lille,248,829,9,4108,
916279006961401000,"RT @WeIndianMuslims: Sir Ali Imam of #Patna leads Indian Delegation to the First Assembly of League of Nations on December 1920.
#UNGA #UNG…",22,0,"Patna, UNGA",10/6/2017,12:28:33,TRUE,184862137,Mpositiv,Mpositiv,,581,2470,21,4439,
916266989676650000,RT @moise_katumbi: 2 great speeches at #UNGA2017; @POTUS denouncing authoritarian powers like #DRC &amp; @EmmanuelMacron pushing for peace &amp; de…,105,0,"UNGA2017, DRC",10/6/2017,11:40:48,TRUE,830699413,Kori Habib,KorieUNFPA,"Abuja, Nigeria",9016,8451,289,45121,
916264401023504000,RT @moise_katumbi: 2 great speeches at #UNGA2017; @POTUS denouncing authoritarian powers like #DRC &amp; @EmmanuelMacron pushing for peace &amp; de…,105,0,"UNGA2017, DRC",10/6/2017,11:30:31,TRUE,3446660056,pasta kamanda,pastakamanda1,0819400204 il es le Dieu,73,678,0,48,
916262259264913000,"RT @SAliboyy: Sovereignty is a call for action @realDonaldTrump on the 72nd UN summit #UNGA #UNGA2017
@Amaka_Ekwo 
@EmekaGift",12,0,"UNGA, UNGA2017",10/6/2017,11:22:00,TRUE,915174104424001000,Sunday,Sunday37259302,"Selangor, Malaysia",18,62,0,1454,
916260177745207000,@WSJecon: WANTED: physicists... intrinsic value of an asset = ROI.. @vp @SpeakerRyan @POTUS #SCOTUS #UNSC #UNGA2017 https://t.co/0ZjIVqXLyI,0,0,"SCOTUS, UNSC, UNGA2017",10/6/2017,11:13:44,FALSE,94607597,Fair Witness,FairWitness1,,953,2789,738,48548,WSJecon
916256130363510000,RT @ophi_oxford: Read the summary of the #UNGA side event on using the MPI to track progress in the #SDGs: https://t.co/6C42ca9ql3 #MPI4SDGs,1,0,"UNGA, SDGs, MPI4SDGs",10/6/2017,10:57:39,TRUE,3300991212,Gonzalo Hdz. Licona,GHLicona,,4702,443,67,14193,
916255486940516000,@TheTrentOnline The whole world knows that and already saw it at the #UNGA2017 speech. How insensitive and ridiculous he is..,0,0,UNGA2017,10/6/2017,10:55:05,FALSE,2279431310,BiafranKamikaze,BiafranKamikaze,BIAFRA,114,366,0,1428,TheTrentOnline
916253119712858000,"RT @SAliboyy: Sovereignty is a call for action @realDonaldTrump on the 72nd UN summit #UNGA #UNGA2017
@Amaka_Ekwo 
@EmekaGift",12,0,"UNGA, UNGA2017",10/6/2017,10:45:41,TRUE,776414185,saintanthony,staintanthony,Malaysia,1407,218,16,217665,
916252296396210000,"RT @Lalitdixit90: ?? ????????? ?? ???? ?? ???? ??? ??? ???? RavyaAbu ?? ????? ???? ?? ??????? ?? ??? ??? ????????????
???? ???? 2G ?????? ?…",53,0,,10/6/2017,10:42:25,TRUE,859787540647354000,PrÊm Pã?dêÿ????,prem_pandey05,"Sambalpur, India",1322,1305,4,42280,
916246328895852000,"RT @poroshenko: I am proud that Ukraine has been a strong partner of the @UN in peacekeeping activities for many years

#UNGA2017 https://t…",41,0,UNGA2017,10/6/2017,10:18:42,TRUE,2735598043,shunkina.svitlana,Svetlana_Blad,"Milano, Lombardia",1,19,0,148,
916243899051474000,"RT @iingwen: #Taiwan, a partner for a better world, never ceases working for a better future for all. #Taiwan4SDGs #UNGA2017 https://t.co/X…",121,0,"Taiwan, Taiwan4SDGs, UNGA2017",10/6/2017,10:09:03,TRUE,916236324981506000,Phil,Phil_Taiwan_1,"Taipei City, Taiwan",12,154,0,35,
916243783624228000,RT @iingwen: Welcome Solomon Islands PM Manasseh Sogavare to #Taiwan! Thank you for speaking out on Taiwan's behalf at the #UNGA2017 last w…,143,0,"Taiwan, UNGA2017",10/6/2017,10:08:35,TRUE,916236324981506000,Phil,Phil_Taiwan_1,"Taipei City, Taiwan",12,154,0,35,
916241588082348000,RT @DzikunuRichard: Was a pleasure meeting our hard working member of Parliament at the #UNGA2017 @S_OkudzetoAblak . We look up to young pe…,1,0,UNGA2017,10/6/2017,9:59:52,TRUE,831822462,Oh Liverpool ??,BlynxxHanson,GHANA,477,1351,0,2891,
916237308889849000,RT @Patricia070368: Chef Cabinet #UNGA2017 We can be optimistics. There is never too late to start business. International Day of the Older…,4,0,UNGA2017,10/6/2017,9:42:51,TRUE,1404989965,Donne nel Mondo,Donne_nel_Mondo,Austria/Italia,1738,1856,129,14448,
916233079521529000,"RT @Aijazx: They call it propaganda, we #Nagas call it a fact. #India to us is rapist &amp; racist. Please help spread the word.
#UNGA2017 
#Te…",15,0,"Nagas, India, UNGA2017",10/6/2017,9:26:03,TRUE,3231992215,JAMIL - PROSOCIAL,JamilBathaa,"Dubai, United Arab Emirates",376,112,14,36940,
